Temperature, Year, Month_Avg, Country, Country_Code
64.93(C) 148.87(F), 2016, Feb, Kuwait, KWT
64.65(C) 148.37(F), 2016, Feb, Bahrain, BHR
63.91(C) 147.04(F), 2016, Feb, Qatar, QAT
61.64(C) 142.95(F), 2016, Feb, Iraq, IRQ
61.51(C) 142.72(F), 2016, Feb, United, Arab
61.0(C) 141.8(F), 2016, Feb, Mali, MLI
60.75(C) 141.35(F), 2016, Feb, Mauritania, MRT
60.43(C) 140.77(F), 2016, Feb, Saudi, Arabia
60.19(C) 140.34(F), 2016, Feb, Burkina, Faso
60.13(C) 140.23(F), 2016, Feb, Algeria, DZA
