Temperature, Year, Month_Avg, Country, Country_Code
-21.4(C) -6.51(F), 2002, Feb, Greenland, GRL
-16.18(C) 2.87(F), 2010, Feb, Russia, RUS
-12.17(C) 10.09(F), 2015, Feb, Canada, CAN
-11.37(C) 11.54(F), 2005, Feb, Mongolia, MNG
1.56(C) 34.81(F), 2012, Feb, Kazakhstan, KAZ
3.95(C) 39.11(F), 2011, Feb, Finland, FIN
5.36(C) 41.64(F), 2014, Feb, Kyrgyzstan, KGZ
9.59(C) 49.27(F), 2010, Feb, Sweden, SWE
10.41(C) 50.73(F), 2010, Feb, Norway, NOR
11.3(C) 52.35(F), 2014, Feb, Tajikistan, TJK
