Temperature, Year, Month_Avg, Country, Country_Code
-29.66(C) -21.4(F), 2002, Feb, Greenland, GRL
-26.77(C) -16.18(F), 2010, Feb, Russia, RUS
-24.54(C) -12.17(F), 2015, Feb, Canada, CAN
-24.09(C) -11.37(F), 2005, Feb, Mongolia, MNG
-16.91(C) 1.56(F), 2012, Feb, Kazakhstan, KAZ
-15.58(C) 3.95(F), 2011, Feb, Finland, FIN
-14.8(C) 5.36(F), 2014, Feb, Kyrgyzstan, KGZ
-12.45(C) 9.59(F), 2010, Feb, Sweden, SWE
-12.0(C) 10.41(F), 2010, Feb, Norway, NOR
-11.5(C) 11.3(F), 2014, Feb, Tajikistan, TJK
